episode,timestep,reward
3,8000,[-2624.6634   128.2736 -1304.8969  -811.1105 -1392.2993]
6,16000,[  818.6458 -1280.7823 -1880.1975 -1481.1463 -2382.7148]
9,24000,[-1829.3796  -438.6514 -2205.6866 -1004.8811 -1710.7389]
12,32000,[-1854.6962 -2470.0959  1229.5265  -210.02    -337.7724]
15,40000,[ -359.3122 -2509.73    -427.1951  -302.2974 -3031.6779]
18,48000,[ -995.4378 -2305.8835 -2075.7242 -1228.5954   241.0903]
21,56000,[ -592.8358 -1661.9893  -511.757  -1776.6992  -645.4266]

取消路径损失函数
