episode,timestep,reward
2,800,12.7103
4,1600,10.9134
6,2400,11.4401
9,3200,11.8994
11,4000,13.5507
13,4800,13.4047
15,5600,11.048
18,6400,10.6291
20,7200,9.6702
22,8000,12.2313
25,8800,13.227
28,9600,12.5869
30,10400,10.9751
33,11200,11.3005
35,12000,13.9283
37,12800,10.8765
39,13600,12.7793
41,14400,13.1812
43,15200,13.2465
45,16000,11.3649
47,16800,10.9207
50,17600,12.3696
53,18400,13.3016
56,19200,11.3327
58,20000,12.5665
61,20800,10.2205
63,21600,10.8984
65,22400,13.5961
68,23200,13.192
71,24000,13.8353
73,24800,12.8019
75,25600,13.1941
78,26400,12.3822
80,27200,13.1781
83,28000,11.9134
85,28800,13.0754
89,29600,11.5593
91,30400,10.7005
95,31200,9.818
97,32000,13.4793
100,32800,13.4678
103,33600,11.9783
105,34400,12.9701
107,35200,10.1459
110,36000,11.2719
112,36800,12.0363
115,37600,11.976
118,38400,10.7442
120,39200,11.7402
122,40000,10.5054
124,40800,11.9591
126,41600,10.1916
129,42400,11.5852
133,43200,11.8129
136,44000,12.0611
138,44800,13.813
142,45600,10.6282
144,46400,10.4283
146,47200,10.1621
150,48000,10.2988
152,48800,11.9074
154,49600,12.5044
156,50400,11.469
159,51200,11.9072
161,52000,12.7768
163,52800,13.9937
165,53600,14.6425
167,54400,11.7284
169,55200,11.5321
172,56000,12.4338
176,56800,9.702
178,57600,12.0573
180,58400,11.0451
183,59200,11.8612
185,60000,13.2455
187,60800,8.4605
190,61600,10.5144
192,62400,11.3301
195,63200,9.2276
197,64000,11.3586
199,64800,12.5935
202,65600,12.3676
204,66400,9.5288
206,67200,10.538
208,68000,11.2139
211,68800,12.359
213,69600,9.7143
215,70400,13.2687
217,71200,9.404
220,72000,12.3336
222,72800,12.1809
224,73600,10.1512
226,74400,9.1079
228,75200,7.8888
231,76000,12.4603
233,76800,13.0632
237,77600,11.5275
239,78400,12.8965
241,79200,14.559
243,80000,9.5573
245,80800,9.4985
247,81600,10.5014
250,82400,12.8686
253,83200,11.7411
255,84000,13.0618
258,84800,9.1432
261,85600,11.114
264,86400,13.4575
266,87200,14.4955
268,88000,10.4216
270,88800,10.5159
273,89600,12.1477
275,90400,13.4309
277,91200,12.7199
279,92000,13.3767
282,92800,11.5572
285,93600,11.3439
288,94400,11.1841
290,95200,15.3563
293,96000,11.784
295,96800,12.6938
297,97600,14.0882
299,98400,10.6591
302,99200,10.9432
305,100000,12.4858
308,100800,11.908
311,101600,11.7116
314,102400,11.6285
317,103200,11.4464
319,104000,13.0008
323,104800,10.5852
326,105600,13.9258
328,106400,11.7781
331,107200,10.5029
335,108000,11.0399
337,108800,11.7584
339,109600,11.3894
342,110400,12.9378
344,111200,9.7237
348,112000,13.8505
352,112800,10.7629
354,113600,11.7582
358,114400,10.3776
361,115200,11.1157
364,116000,12.8607
368,116800,11.1335
370,117600,11.7396
372,118400,12.1188
374,119200,12.1573
378,120000,10.9946
380,120800,15.1728
383,121600,11.4932
386,122400,12.8356
389,123200,10.8899
392,124000,13.215
394,124800,13.4574
396,125600,11.1215
398,126400,13.93
401,127200,9.1719
403,128000,9.5413
405,128800,13.1124
407,129600,13.2668
409,130400,10.9529
412,131200,11.9196
414,132000,12.7364
416,132800,15.7225
420,133600,11.455
423,134400,12.3944
425,135200,13.6534
428,136000,12.7066
430,136800,10.5765
434,137600,12.426
436,138400,11.9163
438,139200,10.6244
440,140000,12.4036
443,140800,12.9604
445,141600,11.705
448,142400,13.6962
450,143200,13.6491
452,144000,10.932
455,144800,13.2471
457,145600,12.2598
459,146400,9.6086
462,147200,11.9955
465,148000,13.5606
467,148800,11.4532
469,149600,14.2248
471,150400,11.7559
