episode,timestep,reward
1,800,142.0923
3,1600,142.3687
5,2400,147.354
7,3200,143.6078
9,4000,146.3896
11,4800,149.0045
13,5600,143.2107
15,6400,140.9348
17,7200,140.3632
19,8000,144.499
21,8800,147.5041
23,9600,148.6722
25,10400,148.3514
27,11200,148.4583
29,12000,146.396
31,12800,143.145
33,13600,144.1521
35,14400,147.0387
37,15200,142.2974
39,16000,144.6401
41,16800,145.3978
43,17600,140.933
45,18400,140.0711
47,19200,146.3623
49,20000,143.3489
51,20800,147.3361
53,21600,144.797
55,22400,145.6692
57,23200,144.2086
59,24000,144.167
61,24800,142.5955
63,25600,146.7504
65,26400,142.6489
67,27200,138.6018
69,28000,141.5905
71,28800,145.3687
73,29600,146.9885
75,30400,148.4592
77,31200,144.376
79,32000,145.294
81,32800,146.5633
83,33600,148.6327
85,34400,144.3252
87,35200,143.0161
89,36000,148.9175
91,36800,146.5077
93,37600,145.734
95,38400,146.9865
97,39200,149.9864
99,40000,149.2231
101,40800,148.6325
103,41600,147.6873
105,42400,149.7038
107,43200,144.6268
109,44000,145.8374
111,44800,150.7316
113,45600,145.3025
115,46400,153.5276
117,47200,142.0554
119,48000,145.4208
121,48800,141.1898
123,49600,145.4215
125,50400,143.6448
127,51200,144.7402
129,52000,144.3719
131,52800,141.9269
133,53600,149.4151
135,54400,146.3157
137,55200,148.9263
139,56000,149.6805
141,56800,150.4055
143,57600,147.6295
145,58400,143.6895
147,59200,142.8026
149,60000,148.7958
151,60800,145.0346
153,61600,142.5238
155,62400,145.8092
157,63200,147.0075
159,64000,145.3855
161,64800,145.9207
163,65600,143.0744
165,66400,148.4747
167,67200,148.4411
169,68000,144.5327
171,68800,144.2126
173,69600,143.8294
175,70400,148.3345
177,71200,148.7396
179,72000,142.1206
181,72800,148.2976
183,73600,147.9599
185,74400,146.1657
187,75200,142.3731
189,76000,146.7411
191,76800,138.5845
193,77600,143.7455
195,78400,147.5327
197,79200,143.225
199,80000,146.4056
201,80800,142.7924
203,81600,144.6592
205,82400,146.5305
207,83200,145.3036
209,84000,149.0056
211,84800,142.7537
213,85600,137.281
215,86400,150.7213
217,87200,141.6705
219,88000,151.3311
221,88800,145.143
223,89600,147.6854
225,90400,141.6325
227,91200,140.7717
229,92000,137.9465
231,92800,139.2231
233,93600,145.4483
235,94400,146.0562
237,95200,140.7889
239,96000,147.1097
241,96800,151.3475
243,97600,140.588
245,98400,142.1869
247,99200,147.8001
249,100000,145.6002
251,100800,146.6312
253,101600,145.278
255,102400,140.0217
257,103200,137.23
259,104000,144.3868
261,104800,140.9122
263,105600,144.4639
265,106400,144.1449
267,107200,145.2813
269,108000,141.6809
271,108800,144.7505
273,109600,144.0019
275,110400,151.4284
277,111200,141.7533
279,112000,145.7718
281,112800,142.1515
283,113600,145.5211
285,114400,145.5562
287,115200,144.4861
289,116000,145.9042
291,116800,148.8154
293,117600,147.2397
295,118400,146.9635
297,119200,148.7375
299,120000,142.6168
301,120800,143.504
303,121600,147.2716
305,122400,145.5069
307,123200,144.7938
309,124000,148.5098
311,124800,152.1361
313,125600,141.7465
315,126400,146.6279
317,127200,144.5957
319,128000,141.7891
321,128800,146.1935
323,129600,146.7437
325,130400,151.5993
327,131200,147.9375
329,132000,146.9347
331,132800,143.9173
333,133600,144.4399
335,134400,142.8701
337,135200,138.6824
339,136000,144.9414
341,136800,146.5885
343,137600,142.7791
345,138400,146.326
347,139200,150.1012
349,140000,147.8316
351,140800,148.867
353,141600,143.0569
355,142400,143.9894
357,143200,145.7457
359,144000,148.7263
361,144800,149.5328
363,145600,143.6399
365,146400,147.7383
367,147200,145.8639
369,148000,142.2473
371,148800,146.0833
373,149600,144.174
375,150400,155.9175
377,151200,151.6949
379,152000,147.1031
381,152800,148.2405
383,153600,143.5149
385,154400,147.9651
387,155200,146.4171
389,156000,141.2084
391,156800,151.8699
393,157600,140.8132
395,158400,144.2397
397,159200,141.6627
399,160000,145.5466
401,160800,143.2028
403,161600,142.5006
405,162400,144.3237
407,163200,146.5501
409,164000,141.5548
411,164800,144.5531
413,165600,141.0417
415,166400,148.7118
417,167200,146.457
419,168000,144.1055
421,168800,143.4576
423,169600,146.0779
425,170400,142.1523
427,171200,144.1516
429,172000,144.1579
431,172800,145.4938
433,173600,140.9404
435,174400,141.3034
437,175200,146.7905
439,176000,142.9524
441,176800,145.2173
443,177600,147.329
445,178400,144.626
447,179200,142.0279
449,180000,143.4249
451,180800,144.1161
453,181600,147.3176
455,182400,143.4085
457,183200,145.0255
459,184000,140.7367
461,184800,145.6175
463,185600,148.2063
465,186400,142.8402
467,187200,140.8648
469,188000,139.5083
471,188800,154.0287
473,189600,147.7167
475,190400,144.8208
477,191200,144.617
479,192000,144.2781
481,192800,140.7365
483,193600,142.9173
485,194400,147.0004
487,195200,144.5881
489,196000,139.5557
491,196800,146.4895
493,197600,141.6346
495,198400,143.0096
497,199200,147.6895
499,200000,146.009
501,200800,149.9199
503,201600,143.7469
505,202400,143.2566
