episode,timestep,reward
2,800,[-269.8614 -294.1479 -269.2586 -296.5231 -273.8608 -274.266  -276.8631
 -274.3762 -307.     -278.039  -293.4377 -307.     -263.1327 -276.2795
 -288.1716 -269.7256 -235.8482  -99.7392 -295.3635 -274.9682 -300.3709
 -300.0686 -291.338  -268.2155 -285.     -260.1963 -278.8696 -283.8124
 -278.9221 -270.3682 -206.4631 -300.8401 -289.9034 -275.2562 -307.
 -245.1789 -307.     -293.4201 -268.7096 -264.9681  -94.7367 -284.3451
 -265.8932 -235.1185 -263.8501 -241.2807 -302.3936 -134.3041 -298.9808
 -256.2203]
