episode,timestep,reward
2,800,379.3135
4,1600,351.3204
6,2400,396.602
8,3200,365.5877
10,4000,396.8358
12,4800,328.0671
14,5600,396.8019
16,6400,396.8669
18,7200,395.0839
20,8000,396.818
22,8800,396.8265
25,9600,308.2838
28,10400,273.0917
30,11200,328.5797
33,12000,313.2656
35,12800,396.5863
37,13600,397.0901
39,14400,396.0629
41,15200,396.8504
43,16000,396.5932
45,16800,396.5631
47,17600,396.5823
49,18400,297.5701
52,19200,319.9345
54,20000,380.1
57,20800,309.2592
59,21600,277.3335
62,22400,267.0956
64,23200,395.8141
67,24000,334.9272
69,24800,345.6454
71,25600,314.1191
73,26400,396.5833
76,27200,335.5399
78,28000,330.0941
82,28800,236.3969
84,29600,396.6051
86,30400,396.8543
89,31200,241.9229
91,32000,363.3477
94,32800,265.0046
97,33600,311.4618
99,34400,393.084
102,35200,194.6209
104,36000,396.8251
106,36800,354.5843
109,37600,325.4147
111,38400,396.6474
113,39200,396.568
115,40000,290.6521
118,40800,320.1358
121,41600,299.5488
123,42400,396.8262
125,43200,396.5953
127,44000,396.9824
130,44800,241.5672
132,45600,333.5962
134,46400,397.25
137,47200,290.5767
140,48000,297.9099
142,48800,328.5874
145,49600,323.5293
147,50400,397.1285
150,51200,249.3511
152,52000,397.0831
154,52800,252.3066
156,53600,396.8414
158,54400,395.2883
161,55200,365.9325
163,56000,350.1072
165,56800,392.3201
167,57600,396.8157
169,58400,396.8395
171,59200,396.6169
173,60000,326.605
176,60800,285.4346
179,61600,300.4033
181,62400,396.8428
183,63200,266.8272
186,64000,375.9463
188,64800,392.0745
190,65600,280.9766
192,66400,396.6026
195,67200,319.3396
197,68000,264.8402
199,68800,387.9935
202,69600,351.2796
204,70400,396.86
206,71200,397.1068
208,72000,382.5642
210,72800,396.5642
212,73600,337.3539
215,74400,350.2748
217,75200,397.0384
219,76000,349.3417
222,76800,292.193
224,77600,396.5751
226,78400,396.9851
228,79200,396.8928
230,80000,396.597
232,80800,286.3415
234,81600,396.82
237,82400,342.897
239,83200,396.835
241,84000,335.1023
243,84800,396.8191
245,85600,396.8566
247,86400,353.6376
250,87200,317.2501
252,88000,396.8296
254,88800,260.223
256,89600,396.6083
259,90400,302.2864
261,91200,325.0742
263,92000,396.558
266,92800,331.4426
268,93600,397.019
270,94400,397.0003
272,95200,396.6064
275,96000,259.3484
277,96800,397.0284
279,97600,396.603
281,98400,396.5834
283,99200,353.6057
285,100000,364.1511
288,100800,349.7375
290,101600,349.5674
292,102400,281.0928
295,103200,347.4182
297,104000,392.5897
299,104800,396.8478
301,105600,397.0895
304,106400,276.9308
308,107200,171.1239
311,108000,299.2448
313,108800,397.1198
316,109600,257.5146
318,110400,396.8376
321,111200,259.6108
324,112000,262.5918
327,112800,248.5797
329,113600,397.0101
331,114400,396.6417
333,115200,396.5962
335,116000,282.5941
337,116800,396.8281
341,117600,282.8908
343,118400,313.1241
346,119200,309.9446
349,120000,253.4695
352,120800,263.5666
354,121600,290.703
356,122400,396.6524
359,123200,330.265
362,124000,267.6316
364,124800,333.0776
