episode,timestep,reward
2,800,-154.5624
6,1600,-911.376
8,2400,90.3059
11,3200,-893.9507
14,4000,-370.874
16,4800,-308.8019
18,5600,0.0
20,6400,0.0
23,7200,-670.3201
26,8000,-278.0704
28,8800,-448.2472
31,9600,-498.4969
34,10400,-858.1215
39,11200,-980.6483
41,12000,-299.3706
44,12800,-297.6612
47,13600,-665.2801
52,14400,-628.7817
54,15200,-500.0
57,16000,-475.5357
59,16800,-495.7149
63,17600,-664.5502
66,18400,-303.5773
68,19200,-441.2787
72,20000,-685.0408
74,20800,40.9319
76,21600,66.7442
79,22400,-697.1124
84,23200,-690.2594
86,24000,-500.0
88,24800,49.8513
90,25600,83.8571
93,26400,-951.6306
96,27200,-680.4374
99,28000,-894.8877
103,28800,-396.2649
106,29600,-476.2534
109,30400,-950.5395
111,31200,63.0034
113,32000,99.8331
117,32800,-750.0
120,33600,-500.9375
122,34400,-45.0346
125,35200,-561.9993
128,36000,-530.4453
130,36800,194.5579
133,37600,-666.6667
137,38400,-590.417
139,39200,-134.1079
141,40000,91.2624
143,40800,-145.0553
146,41600,-112.3868
148,42400,-500.0
151,43200,-189.6843
153,44000,165.9384
156,44800,-647.1035
159,45600,-499.439
162,46400,-400.2876
166,47200,-670.4696
169,48000,-628.801
172,48800,-1000.0
176,49600,-934.9509
179,50400,-831.5938
182,51200,-575.8941
186,52000,-920.4474
190,52800,-620.7409
192,53600,-393.733
196,54400,-638.712
200,55200,-839.6321
203,56000,-872.2112
205,56800,306.8744
207,57600,54.7147
209,58400,-187.67
211,59200,96.1477
215,60000,-949.5988
219,60800,-803.884
222,61600,-543.0956
226,62400,-556.0159
228,63200,-264.1292
233,64000,-692.7447
235,64800,92.4571
238,65600,-666.6667
241,66400,-975.0432
243,67200,55.4837
246,68000,-539.8351
248,68800,-464.2516
250,69600,-462.3116
253,70400,-546.5444
256,71200,-333.3333
258,72000,42.1798
262,72800,-726.3502
264,73600,-394.9265
266,74400,31.6223
268,75200,-242.8175
272,76000,-663.9199
274,76800,-1000.0
276,77600,-225.6092
279,78400,-588.4301
281,79200,365.8781
286,80000,-998.915
288,80800,-465.5124
290,81600,-455.0354
293,82400,-471.3874
296,83200,-613.0332
298,84000,-411.2186
300,84800,272.4617
304,85600,-424.5438
306,86400,-500.0
309,87200,-422.3531
311,88000,-239.469
314,88800,-280.6887
317,89600,-192.4904
319,90400,-454.9246
322,91200,-72.5292
325,92000,-666.6667
328,92800,-131.1983
