episode,timestep,reward
8,8000,790.6678
17,16000,352.4066
24,24000,994.1747
32,32000,763.4718
43,40000,-62.7154
53,48000,280.083
62,56000,352.4074
72,64000,353.7107
83,72000,313.7707
89,80000,769.4333
97,88000,693.1828
110,96000,183.0107
121,104000,133.12
130,112000,449.2846
140,120000,599.3316
148,128000,1135.4363
156,136000,1214.4728
166,144000,315.5076
178,152000,321.7873
190,160000,171.6696
201,168000,-65.2158
210,176000,330.8735
222,184000,104.1593
233,192000,374.8934
242,200000,590.0241
250,208000,766.2745
258,216000,611.1585
267,224000,778.7702
274,232000,1143.5512
281,240000,798.7168
292,248000,474.4123
300,256000,825.9311
308,264000,909.0118
315,272000,896.1649
322,280000,449.3024
329,288000,1054.3298
334,296000,1400.3919
341,304000,624.4768
347,312000,1643.4913
354,320000,1085.1158
360,328000,1389.9411
370,336000,532.0026
375,344000,2406.4131
384,352000,420.0671
394,360000,582.459
397,368000,2495.5681
402,376000,1333.3999
406,384000,2646.2667
414,392000,1033.3969
