episode,timestep,reward
6,8000,977.868
13,16000,1048.2956
19,24000,1218.2995
24,32000,1430.0121
30,40000,1389.8958
40,48000,235.7141
47,56000,1075.4065
54,64000,965.7685
62,72000,792.5783
68,80000,1807.2487
75,88000,969.8238
83,96000,921.1266
86,104000,2972.7175
91,112000,1868.7238
95,120000,1944.6976
99,128000,1955.4729
104,136000,1657.902
111,144000,535.0435
113,152000,4551.7241
116,160000,2717.4857
120,168000,1529.6889
123,176000,4058.2766
130,184000,715.6596
134,192000,2485.0456
138,200000,2015.3231
141,208000,3649.8435
145,216000,3100.0479
147,224000,5608.2286
149,232000,5348.7649
151,240000,4796.3916
153,248000,4625.0808
157,256000,2534.7172
161,264000,1665.5131
164,272000,3643.0617
168,280000,2004.2473
171,288000,3573.3647
175,296000,2361.2904
182,304000,1344.1924
187,312000,1586.8189
193,320000,1113.9837
200,328000,1048.9833
202,336000,2842.8506
208,344000,1647.466
211,352000,4269.9519
217,360000,1345.5878
222,368000,2211.2437
225,376000,2725.1038
229,384000,2165.9908
235,392000,1467.1014
240,400000,2221.2992
243,408000,3538.5767
248,416000,2723.5663
250,424000,5811.6016
253,432000,3179.2233
258,440000,2875.681
261,448000,3553.2076
265,456000,3622.3116
268,464000,5444.1698
270,472000,5112.1428
275,480000,3371.7201
277,488000,6170.1835
281,496000,3907.1288
286,504000,1913.7386
290,512000,3306.9897
294,520000,3992.4902
298,528000,2198.2693
301,536000,5888.3163
305,544000,2423.5163
308,552000,5942.9968
311,560000,4837.1959
314,568000,3539.5923
319,576000,3121.7451
324,584000,3195.3593
326,592000,6170.087
331,600000,3512.9294
335,608000,4469.1127
340,616000,1876.1261
344,624000,4035.5284
347,632000,4013.4355
351,640000,4671.1362
356,648000,2897.1749
360,656000,2765.13
366,664000,1176.8412
370,672000,4274.6369
373,680000,5870.6022
378,688000,1949.4099
384,696000,2813.0527
389,704000,2955.349
394,712000,2076.8217
398,720000,4679.8616
401,728000,2523.6388
404,736000,5580.095
407,744000,4899.1727
414,752000,1913.9945
418,760000,3148.7565
422,768000,1529.8084
425,776000,6404.5804
430,784000,3209.4091
433,792000,6658.263
438,800000,3130.4586
441,808000,2918.9867
445,816000,4540.1157
449,824000,4113.6408
454,832000,3343.343
457,840000,6712.1172
459,848000,6366.4066
462,856000,6256.9222
465,864000,5966.9151
470,872000,2962.2315
473,880000,5994.3076
478,888000,3254.7698
483,896000,2279.351
488,904000,1606.7164
493,912000,3824.9474
496,920000,4395.0063
500,928000,5047.2871
503,936000,6417.1025
509,944000,2913.1748
512,952000,4329.2553
520,960000,1650.1723
524,968000,3522.6508
527,976000,6156.9228
531,984000,2744.0563
535,992000,4853.5777
541,1000000,2882.648
545,1008000,4996.2198
548,1016000,7174.8182
552,1024000,3070.6158
556,1032000,4641.7069
559,1040000,6553.0942
563,1048000,4293.1518
566,1056000,6306.8843
569,1064000,6433.8237
573,1072000,4554.8147
579,1080000,2819.2133
583,1088000,4908.615
588,1096000,3457.6077
591,1104000,5182.3052
595,1112000,4432.4314
601,1120000,3156.8231
604,1128000,6073.926
613,1136000,661.7063
617,1144000,5041.513
621,1152000,4734.4861
625,1160000,4184.8552
629,1168000,4376.5047
632,1176000,5116.4281
636,1184000,6346.7027
640,1192000,4885.1304
643,1200000,6135.0534
647,1208000,4652.4502
650,1216000,5877.0658
654,1224000,4995.4945
658,1232000,4748.0827
663,1240000,2738.7454
669,1248000,1471.84
675,1256000,2534.5954
679,1264000,4886.8271
683,1272000,6028.2871
686,1280000,5167.7628
689,1288000,6925.0186
693,1296000,4635.928
696,1304000,6158.5289
