episode,timestep,reward
19,8000,-876.2382
45,16000,-938.0849
69,24000,-896.8884
89,32000,-890.8633
108,40000,-858.3394
130,48000,-945.084
146,56000,-832.5739
154,64000,-678.5501
168,72000,-783.8971
176,80000,-708.9957
193,88000,-828.8575
208,96000,-766.7996
219,104000,-606.6462
235,112000,-748.0829
243,120000,-789.5459
252,128000,-470.2299
261,136000,-588.8613
269,144000,-385.8138
276,152000,-290.0381
284,160000,-261.8159
291,168000,-127.8402
298,176000,-553.1891
304,184000,262.9634
310,192000,923.6554
316,200000,487.8864
322,208000,532.0382
329,216000,417.9237
334,224000,1109.8461
339,232000,712.3663
344,240000,852.4221
350,248000,1316.4758
355,256000,1136.8808
359,264000,1472.4166
365,272000,1316.4208
369,280000,1346.3427
374,288000,1770.4076
378,296000,1610.0673
384,304000,1376.2509
390,312000,1298.4431
395,320000,1842.177
400,328000,1570.7514
405,336000,1865.5806
411,344000,1461.1197
416,352000,1845.7335
421,360000,1773.1184
427,368000,1702.4016
432,376000,2072.9457
437,384000,2297.8815
442,392000,2380.0926
447,400000,2042.1191
454,408000,1346.9905
459,416000,1998.9794
464,424000,2799.1492
469,432000,2560.5339
475,440000,2233.9605
480,448000,2370.0494
486,456000,2235.6778
492,464000,2138.7466
496,472000,3111.4655
500,480000,2987.8855
505,488000,3271.1834
509,496000,3110.9655
514,504000,3447.086
519,512000,3219.1119
524,520000,3784.9184
529,528000,3543.075
536,536000,3438.6418
541,544000,3179.1669
545,552000,5093.6199
551,560000,4537.6323
556,568000,4116.1746
561,576000,4677.9877
567,584000,3724.525
573,592000,4060.2103
580,600000,2579.1553
585,608000,4211.0452
591,616000,2996.766
597,624000,3202.1227
603,632000,3279.726
609,640000,3216.993
616,648000,2749.4452
622,656000,2752.7897
630,664000,3418.6228
635,672000,3817.5659
641,680000,3291.2938
647,688000,3554.9623
652,696000,4271.4243
658,704000,3960.9563
666,712000,2315.3855
674,720000,2048.9986
680,728000,3073.1271
688,736000,1928.987
694,744000,2219.9918
702,752000,1912.1208
711,760000,1731.0034
720,768000,1750.4534
727,776000,1867.9039
735,784000,1660.1831
744,792000,2188.0471
752,800000,1591.7491
761,808000,1785.6248
769,816000,2536.3873
776,824000,2213.6125
785,832000,1930.8313
796,840000,1181.9618
803,848000,3059.2541
811,856000,2312.1316
819,864000,2000.2871
826,872000,3021.055
834,880000,2208.4101
843,888000,1761.364
851,896000,2068.8477
859,904000,2226.5776
869,912000,1448.4948
877,920000,2279.1837
886,928000,1693.2517
896,936000,1422.7982
904,944000,2027.3784
912,952000,1888.2126
919,960000,2645.2541
928,968000,2280.5354
939,976000,685.8612
947,984000,1610.1118
957,992000,1555.9738
967,1000000,1751.4295
977,1008000,1643.0892
986,1016000,1632.8315
995,1024000,1603.7529
1004,1032000,2038.5848
1013,1040000,1565.2621
1022,1048000,1505.274
1032,1056000,1535.589
1045,1064000,880.6079
1054,1072000,1889.0883
1064,1080000,1562.7933
1076,1088000,941.1282
1085,1096000,1871.7438
1095,1104000,1611.5469
1103,1112000,2176.7312
1112,1120000,1576.1277
1121,1128000,2028.2554
1131,1136000,1297.7133
1140,1144000,1730.4776
1150,1152000,1734.9345
1160,1160000,1488.269
1169,1168000,1577.2065
1179,1176000,1486.7816
1188,1184000,2019.2077
1198,1192000,1824.5879
1208,1200000,1779.8107
1215,1208000,2642.4956
1225,1216000,1900.5329
1233,1224000,2166.8881
1243,1232000,2044.1927
1254,1240000,928.8113
1263,1248000,2195.3796
1273,1256000,2425.1809
1282,1264000,1715.1555
1291,1272000,2008.2489
1300,1280000,2093.1762
1308,1288000,2350.1658
1320,1296000,1218.7764
1331,1304000,1351.7158
1340,1312000,1531.7391
1349,1320000,1734.943
1357,1328000,2350.1672
1365,1336000,3073.5619
1373,1344000,1859.7833
1381,1352000,2161.9665
1392,1360000,1345.0258
1401,1368000,1997.7053
1410,1376000,2307.9014
1418,1384000,2020.411
1428,1392000,1061.4181
1435,1400000,2633.7403
1443,1408000,2477.2842
1451,1416000,2110.7462
1460,1424000,2216.9542
1469,1432000,1884.4461
1477,1440000,2741.1586
1485,1448000,2631.9969
1493,1456000,2142.4397
1501,1464000,2819.229
1508,1472000,2870.221
1516,1480000,2388.2315
1527,1488000,1701.6597
1535,1496000,3004.9741
1542,1504000,3127.7458
1549,1512000,3238.0067
1557,1520000,3079.8128
1564,1528000,3078.9692
1572,1536000,2915.6146
1579,1544000,3423.6772
1585,1552000,3143.0238
1593,1560000,2420.7047
1601,1568000,3053.488
1608,1576000,2837.6007
1615,1584000,2658.5347
1623,1592000,3305.729
1630,1600000,3093.9061
1637,1608000,3406.9997
1645,1616000,2125.8708
1653,1624000,1851.3197
1661,1632000,2391.1783
1667,1640000,2589.6528
1674,1648000,1877.7391
1681,1656000,2958.1175
1690,1664000,2855.1016
1697,1672000,2779.212
1706,1680000,1991.5541
1714,1688000,2768.9285
1722,1696000,2386.7033
1731,1704000,1117.7509
1740,1712000,2399.4659
1748,1720000,2806.6004
1755,1728000,3309.9422
1762,1736000,3594.5138
1769,1744000,3155.7974
1775,1752000,4066.4616
1782,1760000,3266.7992
1789,1768000,3723.9399
1796,1776000,3387.1781
1804,1784000,2391.8039
1811,1792000,3600.7575
1818,1800000,3418.2087
1825,1808000,3404.4009
1832,1816000,3189.5646
1840,1824000,2139.5669
1847,1832000,4019.8042
1853,1840000,2774.9594
1861,1848000,2970.4669
1867,1856000,3831.9574
1874,1864000,4348.6809
1881,1872000,3165.2596
1887,1880000,3642.5405
1894,1888000,3272.9189
1901,1896000,3065.6243
1909,1904000,2805.449
1918,1912000,2066.3328
1925,1920000,2960.7305
1932,1928000,2555.6718
1940,1936000,2918.8836
1946,1944000,3590.2118
1954,1952000,2900.1523
1961,1960000,2617.0643
1969,1968000,2670.2599
1977,1976000,2424.8351
1986,1984000,1692.5068
1993,1992000,2971.3309
2000,2000000,3383.7164
2006,2008000,2982.6761
2014,2016000,2527.9554
2022,2024000,2862.579
2029,2032000,3778.1951
2035,2040000,4040.5907
2043,2048000,2540.4279
2050,2056000,3378.4422
2058,2064000,2441.7467
2067,2072000,3032.2009
2076,2080000,1814.0604
2084,2088000,3331.8817
2090,2096000,3507.949
2100,2104000,1816.2845
2110,2112000,1757.7373
2116,2120000,3564.2499
2123,2128000,2484.8367
2130,2136000,3646.0401
2137,2144000,2784.4505
2143,2152000,3048.345
2151,2160000,2829.8281
2158,2168000,2945.8497
2165,2176000,3751.4842
2174,2184000,2582.092
2181,2192000,3722.6086
2188,2200000,3997.0506
2196,2208000,2399.7459
2203,2216000,3244.4833
2210,2224000,3790.7748
2218,2232000,3243.4677
2225,2240000,3577.4594
2233,2248000,2640.3432
2241,2256000,3639.1049
2247,2264000,3861.9034
2255,2272000,3070.7196
2263,2280000,3012.128
2270,2288000,4203.4841
2277,2296000,3664.8892
2283,2304000,3853.4667
2290,2312000,4090.0201
2299,2320000,2487.2035
2306,2328000,3518.9781
2315,2336000,2446.4895
2323,2344000,2453.9244
2332,2352000,1604.1013
2339,2360000,3740.1424
2348,2368000,2815.6102
2355,2376000,2913.3072
2364,2384000,2786.9229
2370,2392000,3484.2201
2378,2400000,2736.3937
2386,2408000,3249.9133
2394,2416000,3061.4486
2402,2424000,1997.4134
2411,2432000,2671.3028
2419,2440000,2948.3235
2427,2448000,2776.3447
2434,2456000,4347.95
2441,2464000,2758.1001
2450,2472000,2858.4133
2458,2480000,2497.8097
2465,2488000,3208.2054
2475,2496000,2542.1929
2482,2504000,3018.0691
2491,2512000,1878.6586
2499,2520000,2163.9874
2507,2528000,3478.647
2515,2536000,3239.3515
2522,2544000,2765.9364
2531,2552000,2335.3939
2539,2560000,3011.7277
2546,2568000,3304.4492
2554,2576000,3565.6293
2561,2584000,3229.5209
2569,2592000,3182.0903
2576,2600000,3876.6848
2584,2608000,2563.3619
2592,2616000,3715.5689
2600,2624000,3690.591
2606,2632000,3805.5077
2613,2640000,3307.4485
2621,2648000,3298.6297
2630,2656000,3076.3851
2637,2664000,3455.0483
2645,2672000,2417.8654
2653,2680000,3777.6672
2661,2688000,2492.0929
2669,2696000,3518.2256
2676,2704000,4345.3342
2682,2712000,4023.768
2691,2720000,2003.2942
2699,2728000,3539.9376
2707,2736000,2913.0999
2714,2744000,4151.7361
2722,2752000,2331.5709
2731,2760000,2397.1248
2738,2768000,3374.9465
2745,2776000,3449.0818
2755,2784000,1714.053
2762,2792000,3849.1918
2769,2800000,3219.3388
2776,2808000,2055.7284
2783,2816000,4150.1245
2792,2824000,2115.7774
2800,2832000,2954.0886
2810,2840000,2066.9796
2817,2848000,3155.8058
2827,2856000,2891.8736
2835,2864000,2346.1548
2841,2872000,4267.6647
2849,2880000,2711.8311
2856,2888000,3947.2312
2863,2896000,3794.5449
2870,2904000,2474.0278
2877,2912000,3036.044
2884,2920000,3433.641
2891,2928000,3847.2159
2899,2936000,3407.1257
2907,2944000,2675.6795
2914,2952000,2897.2258
2922,2960000,2834.2737
2929,2968000,3512.7381
2936,2976000,3812.414
2944,2984000,3317.8365
2952,2992000,2883.8634
2959,3000000,3300.9897
2966,3008000,4307.0847
2973,3016000,3280.8822
2980,3024000,3098.005
2991,3032000,1874.6535
2999,3040000,2599.8877
3006,3048000,3735.8663
3012,3056000,3859.5107
3019,3064000,3840.8385
3026,3072000,4239.3994
3032,3080000,3724.7092
3039,3088000,2573.4184
3047,3096000,2380.1753
3056,3104000,2565.833
3063,3112000,3368.4725
3074,3120000,1761.4204
3081,3128000,3670.5162
3089,3136000,2786.0431
3096,3144000,2975.765
3102,3152000,3766.4415
3110,3160000,2416.6717
3117,3168000,2656.0841
3125,3176000,2808.7513
3132,3184000,3814.8447
3139,3192000,3311.3133
3145,3200000,4017.2655
3153,3208000,3356.6364
3161,3216000,2965.9068
3169,3224000,2572.7359
3177,3232000,2055.2628
3185,3240000,2932.9074
3195,3248000,1359.9059
3202,3256000,3796.0583
3210,3264000,2573.7889
3217,3272000,4044.0998
3226,3280000,2142.1918
3233,3288000,3904.4654
3240,3296000,3955.3179
3248,3304000,3088.2349
3254,3312000,4031.5568
3263,3320000,2364.001
3270,3328000,3107.4647
3278,3336000,2734.5965
3285,3344000,3498.3104
3292,3352000,3112.3023
3298,3360000,3703.0282
3306,3368000,3160.5776
3313,3376000,3168.9594
3323,3384000,1838.8684
3330,3392000,3179.8368
3339,3400000,2426.4713
3346,3408000,3265.5164
3353,3416000,2997.9513
3363,3424000,2136.1053
3372,3432000,2251.6618
3379,3440000,3261.8968
3387,3448000,2660.2275
3394,3456000,2692.2293
3403,3464000,3012.908
3411,3472000,2444.0582
3419,3480000,3415.5736
3426,3488000,3376.6359
3433,3496000,3278.9645
3441,3504000,3022.4432
3449,3512000,2745.2773
3456,3520000,3412.6846
3464,3528000,2600.8426
3470,3536000,4055.1847
3479,3544000,2393.7876
3487,3552000,2491.3877
3497,3560000,2484.0069
3506,3568000,2353.7775
3515,3576000,2352.4469
3524,3584000,1864.6752
3532,3592000,2401.563
3543,3600000,1853.0162
3550,3608000,3028.8417
3558,3616000,2788.0178
3566,3624000,2530.7513
3572,3632000,3724.4045
3580,3640000,2778.5298
3589,3648000,1909.5674
3597,3656000,3317.6754
3606,3664000,2195.8886
3613,3672000,2956.0749
3619,3680000,2773.7137
3626,3688000,3434.4467
3633,3696000,3523.6901
3643,3704000,1455.6856
3652,3712000,2089.9969
