episode,timestep,reward
197,432000,[-2444.5218 -4840.3102 -4651.1207 -4341.7574 -4782.9027]
202,440000,[-4451.6481 -4583.78   -4695.5577 -4744.1837 -4471.3375]
205,448000,[-4184.1123 -4527.5714 -4209.3442 -4388.9726 -4326.6128]
207,456000,[-4313.7758 -4152.8583 -1997.268  -4138.8689 -1590.5314]
211,464000,[-4475.2868 -3115.6397 -3889.5851 -4553.0699 -2365.0227]
214,472000,[-4569.7767 -4051.4102 -2643.9298 -3958.2111 -4104.0545]
220,480000,[-4605.0213 -4543.0845 -4493.6089 -4384.7672 -4163.1843]
223,488000,[-4773.8706 -4712.184  -2478.6043 -4540.1093 -4196.2033]
226,496000,[-4222.5166 -2757.1609 -3900.6803 -4666.1702 -4227.0929]
230,504000,[-4643.3016 -4586.847  -4453.4286 -2985.084  -4425.1477]
233,512000,[-4020.8926 -2645.9719 -2456.412  -4502.2237 -3748.6824]
238,520000,[-4649.5556 -4742.6267 -2685.848  -3631.7939 -4301.5986]
240,528000,[-4284.6586 -4336.821  -1416.3435 -3856.9032 -4245.623 ]
243,536000,[-2487.5215 -4960.6589 -4478.3702 -4835.8405 -4362.7454]
248,544000,[-4554.2335 -4251.0505 -2726.0937 -3441.7096 -3215.4071]
251,552000,[-3794.5882 -4112.6088 -4995.7695 -2203.4902 -4620.6144]
254,560000,[-4288.2234 -2968.3766 -4504.7132 -4664.6353 -3445.4234]
258,568000,[-2124.573  -4285.4391 -4219.1757 -4083.0127 -4613.4249]
261,576000,[-4573.9951 -2398.2833 -4854.0567 -4392.8175 -4952.0004]
264,584000,[-2855.5984 -4491.6028 -4784.5205 -4281.7556 -4222.0151]
268,592000,[-4406.3969 -2910.386  -4135.0503 -4326.9839 -3754.1741]
270,600000,[ -736.3528 -4040.1539 -4435.5329 -3832.6466 -1563.1629]
274,608000,[-2539.7681 -4781.9364 -4781.8411 -4307.135  -4892.1471]
277,616000,[-4559.3367 -5000.     -2151.5101 -2209.875  -3803.8908]
281,624000,[-4956.086  -4528.8996 -4242.5285 -4271.8128 -3200.014 ]
283,632000,[-4440.5624 -1184.6214 -3978.5277 -4765.3376 -2137.9692]
285,640000,[-4385.7425 -1418.8883 -1448.8206 -4362.8205 -3920.7652]
289,648000,[-4241.3929 -4315.0367 -2611.1544 -4478.0614 -4461.9205]
291,656000,[-3653.0367 -4994.3403 -4723.3485 -1702.0772 -4819.8601]
295,664000,[-3198.0048 -4516.891  -4285.0449 -4463.4759 -3303.9585]
298,672000,[-4530.3157 -4616.1957 -2838.8414 -4540.7893 -4338.1994]
302,680000,[-4668.6733 -4692.4269 -4128.539  -2978.9573 -4411.8892]
304,688000,[-4580.3813 -1618.0426 -4612.5299  -691.7866 -4807.434 ]
308,696000,[-2783.2435 -4327.2056 -4832.3612 -4323.6952 -3973.7506]
310,704000,[-4208.7513 -4386.2637 -4704.0688 -4492.636  -4894.4579]
313,712000,[-4697.9033 -2504.4671 -3310.1634 -4537.8865 -4054.1782]
318,720000,[-4280.2785 -4539.064  -4062.4714 -4337.9315 -4179.6734]
321,728000,[-2222.2372 -4825.7475 -4711.2605 -4664.998  -4214.3963]
326,736000,[-4672.0718 -4484.8553 -4623.4092 -4615.2432 -4602.5421]
330,744000,[-4790.6854 -4579.2056 -4335.0116 -4049.3632 -3861.2497]
334,752000,[-4652.3028 -2767.4638 -4830.4933 -4504.4545 -2926.809 ]
339,760000,[-4602.6303 -4544.4185 -4154.1912 -4576.6074 -4729.1271]
344,768000,[-4673.5245 -4736.6518 -3155.6645 -4907.4245 -3242.9299]
348,776000,[-3056.9257 -4295.9794 -4357.2337 -4234.9149 -2791.132 ]
351,784000,[-4442.8203 -2934.6901 -4274.092  -3924.9692 -4450.9101]
356,792000,[-4514.7853 -2787.3192 -4238.2723 -3290.6261 -4324.3022]
359,800000,[-4267.7369 -2522.0085 -4742.2036 -4632.3942 -4095.5555]
362,808000,[-4875.9225 -2847.2556 -3964.2717 -4049.7236 -4736.3512]
365,816000,[-4248.0848 -4589.4894 -4078.5257 -4577.6667  -985.8485]
370,824000,[-4166.6699 -4498.506  -4376.0954 -4344.3306 -4251.075 ]
372,832000,[-4432.4056 -4297.0205 -4678.0967 -4604.5195 -1631.8547]
376,840000,[-4719.8923 -3155.8674 -3192.4847 -4524.898  -4163.5239]
380,848000,[-4771.0312 -4397.2807 -4504.5235 -3182.7532 -4625.42  ]
383,856000,[-2911.8688 -2658.2876 -4057.9769 -4382.7481 -4521.0326]
386,864000,[-4060.3169 -3881.5428 -4542.0764 -2369.4605 -2196.8125]
389,872000,[-2826.2412 -4326.7953 -2902.893  -4457.9588 -4009.8399]
392,880000,[-4639.0564 -2662.1906 -4381.9398 -2225.3704 -4296.531 ]
395,888000,[-4390.4424 -4490.0352 -2922.1826 -4376.1501 -4404.8516]
398,896000,[-4234.1284 -4949.165  -2577.3495 -2470.914  -4419.857 ]
401,904000,[-4884.4625 -4416.0415 -2356.5679 -4047.3323 -4315.3632]
407,912000,[-4540.2868 -4886.0696 -4209.5453 -3639.8792 -4059.5837]
410,920000,[-2383.8921 -4535.1311 -4581.7687 -4732.6587 -4494.3492]
414,928000,[-3204.8561 -4604.3789 -4894.4314 -4353.5484 -4617.1855]
416,936000,[-1480.4855 -1782.006  -4357.4028 -4126.2268 -4870.1418]
418,944000,[-4891.0448 -3822.813  -4584.562  -4624.5264 -2103.3763]
420,952000,[-4219.9415 -1703.3642 -4822.2802 -4080.6559 -1653.9512]
426,960000,[-4546.7272 -3377.8596 -4777.691  -4232.5431 -4486.6575]
429,968000,[-4747.6227 -4323.5503 -2557.1884 -2757.757  -4363.5324]
432,976000,[-1044.3031 -4577.3755 -4985.5939 -4684.1031 -4569.96  ]
434,984000,[-4945.4414 -4515.77   -4558.0873 -1322.0679 -4571.4388]
440,992000,[-4396.8339 -4297.0727 -4735.7171 -3555.0125 -4175.2624]
442,1000000,[-4016.1263 -4740.3193 -1427.9591 -4087.4263 -4981.1034]
444,1008000,[-4994.1247 -4123.8141 -3951.6644 -1280.7238  2228.7371]
448,1016000,[-4037.4317 -2772.808  -4292.3595 -4588.465  -4329.3888]
452,1024000,[-4285.6111 -3031.1774 -4751.2274 -4623.1119 -4573.6392]
454,1032000,[-1185.2188 -3909.507  -4132.4202 -4623.503  -2067.7346]
458,1040000,[-2015.422  -4231.9016 -4084.5596 -2512.9445 -4460.7945]
462,1048000,[-4564.7141 -3317.519  -3925.5422 -4571.1353 -4767.0713]
465,1056000,[ -669.2652 -4406.981  -4482.5234 -4523.7821 -4632.7192]
469,1064000,[-4112.0903 -4615.0454 -4645.7379 -4448.5619 -2813.2244]
472,1072000,[-4094.722  -4598.2951 -4938.0256 -4423.1454 -2670.4361]
476,1080000,[-4989.4694 -4495.0549 -4131.636  -4332.9049 -4589.4545]
478,1088000,[-4996.009  -4214.1315  1733.6402 -4786.0118 -4132.4855]
481,1096000,[-4708.6635 -3047.3584 -2422.1343 -4949.2618 -4281.9449]
485,1104000,[-4511.2879 -4303.3204 -4255.375  -3285.7793 -3152.3303]
488,1112000,[-4582.3917 -4301.5341 -4349.692  -2515.6786 -4191.073 ]
490,1120000,[-2200.2786 -1692.1543 -1329.6976 -4143.6073 -4356.3957]
493,1128000,[-2684.9254 -4324.1641 -4225.4135 -4710.4887 -1088.5801]
495,1136000,[-4915.5978 -4741.7698 -4683.9197 -1932.1425 -1484.4086]
497,1144000,[-1880.6839 -4953.5295 -3893.2629 -4698.3311 -4401.9714]
500,1152000,[-4404.8554 -3541.5755  -929.8055 -4299.6544 -4816.9583]
503,1160000,[-4262.4022 -4617.1004 -2772.2922 -4540.6863 -2407.1866]
506,1168000,[-3094.3162 -4443.754  -4678.5274  -608.9895 -4395.5209]
509,1176000,[-2371.0501 -4600.6451 -4473.777  -4208.2945 -4900.3834]
511,1184000,[-1276.2042 -4222.6341 -4884.4236 -1762.9067 -4610.5307]
514,1192000,[-2796.3131 -4580.5848 -2439.6462 -4472.4544 -2737.963 ]
518,1200000,[-2892.601  -4494.6125 -4177.3954 -4066.5367 -4521.1985]
521,1208000,[-4761.0888 -3901.505  -2215.8396 -2894.5804 -4310.7692]
525,1216000,[-2886.0936 -4827.7932 -2663.9636 -4453.714  -4144.5194]
527,1224000,[-4676.2298  1643.668  -4367.2703 -4801.1393 -3338.7496]
530,1232000,[-2867.2499 -4568.2529 -4691.3265 -4568.4996 -4230.9769]
532,1240000,[-4208.5547 -1697.9048 -1531.0759 -4180.4645 -4636.2172]
536,1248000,[-1957.5295 -4318.6027 -4356.8324 -4620.7618 -3345.3454]
538,1256000,[-4047.6048 -1498.2346 -4807.6617 -1512.5573 -4560.7875]
543,1264000,[-3223.9398 -4179.8815 -3779.8674 -4062.8776 -4054.6786]
545,1272000,[-4979.2714 -1642.0355 -4271.803  -1619.9409 -4549.2298]
547,1280000,[-1653.9417 -2035.1721 -4433.0439 -2097.2247 -4307.5488]
549,1288000,[-4815.0608 -4674.1783 -1865.4326 -4516.4842 -3814.4023]
554,1296000,[-4322.4375 -4372.4845 -4213.3465 -2498.8786 -4176.7632]
556,1304000,[-4632.2412 -1774.1118 -1433.2756 -1426.0733 -4541.1324]
559,1312000,[-4205.883  -4568.7946 -4890.9259 -2571.1553 -2444.5683]
563,1320000,[-4571.0717 -3053.9335 -4427.2849 -4242.6669 -4146.2874]
566,1328000,[-2375.1896 -2703.3995 -2462.6524 -3587.8523 -3040.6003]
569,1336000,[-2079.8779 -4646.122  -4425.7812 -3986.8624 -2530.9285]
572,1344000,[-4966.4232  -913.9908 -4569.1674 -2700.6523 -4848.0949]
575,1352000,[-2808.649  -2796.9701 -2395.3474 -2214.5183 -4168.936 ]
577,1360000,[-4266.8047 -1343.7827 -2112.5513 -4070.2787 -3694.144 ]
579,1368000,[-3650.4027 -4170.2158 -1367.0821 -4129.5885 -4313.8617]
581,1376000,[-1472.3311 -4885.6174 -4571.5267 -4712.644  -1871.7883]
586,1384000,[-3476.1704 -4514.875  -2431.6034 -4572.5448 -4389.1374]
588,1392000,[-2033.0397 -1930.8635 -4953.4072 -4194.815  -1416.1664]
590,1400000,[-1537.3759 -4136.0206 -1655.9782 -1648.9193 -1923.698 ]
592,1408000,[-1347.3867 -3977.3634 -4344.3644 -4976.4439 -1183.5034]
596,1416000,[-3201.1982 -4538.5645 -3311.5864 -4619.4002 -4388.9993]
599,1424000,[-4874.8882 -4417.4387 -4426.1139 -2866.0124 -2668.5254]
602,1432000,[-4303.3644 -4067.4884 -4760.9084 -2491.8052 -4428.452 ]
607,1440000,[-4629.9205 -4536.6167 -3289.2427 -4263.751  -4198.9694]
610,1448000,[-4295.1513 -4438.1804  -559.2737 -4692.1618 -4363.4626]
614,1456000,[-2617.1732 -4423.4412 -4437.0149 -4607.823  -4667.4876]
617,1464000,[-2172.3819 -2458.5919 -2265.3473 -4735.7565 -4424.0179]
622,1472000,[-4688.7459 -3661.3649 -4544.7074 -4579.4803 -4526.2201]
624,1480000,[-1402.0638 -4746.0142 -1525.7135 -4731.5171 -4390.9178]
629,1488000,[-4379.0557 -4292.2531 -3109.7805 -3471.8339 -4467.5686]
631,1496000,[ 1020.0738 -4486.8171 -4850.3507 -4574.8936 -1010.7292]
635,1504000,[-4034.8513 -4726.7208 -3480.4774 -4195.7163 -4446.9541]
637,1512000,[-4361.9444 -1488.4737 -1651.7332 -4534.2385 -4415.4333]
641,1520000,[-4192.1182 -4696.5027 -4585.2317 -3209.3341 -4891.4923]
646,1528000,[-4376.9211 -4279.9173 -4632.9683 -3321.1112 -4236.7826]
648,1536000,[-4237.5974  2242.0294 -4270.2726 -4914.4365 -4531.5641]
653,1544000,[-4458.66   -4449.9814 -3633.8711 -4483.3134 -3326.2435]
658,1552000,[-3065.394  -4200.3203 -3196.2324 -4325.7722 -2870.9625]
663,1560000,[-4676.4798 -4451.8843 -4671.804  -3478.6822 -4023.3808]
666,1568000,[-4727.7921 -2355.0581 -3084.6445 -4622.2228 -2617.2717]
668,1576000,[-4208.7547 -1258.1875 -1580.5978 -4243.4377 -4091.3464]
671,1584000,[-3615.1019 -4841.8286 -2860.8914 -4851.6212 -4643.5539]
674,1592000,[-4306.1994 -3966.72   -2498.4231 -4415.2056 -4299.4003]
679,1600000,[-3198.1377 -3421.9302 -4806.3991 -4371.4196 -3502.5193]
682,1608000,[-4345.1287 -4100.8604 -2503.0445 -4643.0254 -3016.9264]
685,1616000,[-4463.7277 -4897.8536 -4651.3229 -2510.8394 -4384.1008]
